licenseNumber,licenseType,businessName,city,county,zip,phone,endorsementText,origRegisDate,status,gmbName,gmbAddress,gmbPhone,gmbWebsite,gmbRating,gmbReviews,gmbCategory,gmbMapsUrl,gmbExtra,processedAt,_outFile
259675,RGC,RHIZA FAB LLC,PORTLAND,Multnomah,97210,5032816829,Residential General Contractor,01/26/2026,GMB Found - Website Available,Rusch & Son Metal Fab LLC,"4262 NE Killingsworth St, Portland, OR 97218, United States",+1 503-281-3625,http://ruschandsonmetalfab.com/,,14,Metal fabricator,https://www.google.com/maps/place/Rusch+%26+Son+Metal+Fab+LLC/data=!4m7!3m6!1s0x5495a6c15ca450fd:0xef3332b15b4da573!8m2!3d45.5626351!4d-122.619303!16s%2Fg%2F11b7fkk5cs!19sChIJ_VCkXMGmlVQRc6VNW7EyM-8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJ_VCkXMGmlVQRc6VNW7EyM-8,2026-09-06T20:58:29.778Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259677,RGC,BRIGHTMAN CONSTRUCTION LLC,BEAVERTON,Washington,97078,9712460008,Residential General Contractor,01/26/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Cornerstone Builders | Custom Homes & Remodeling(0.00),2026-09-06T20:59:10.495Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259678,RSC,CHUC FINISH CARPENTRY LLC,BEAVERTON,Washington,97006,9714203965,Residential Specialty Contractor,01/16/2026,GMB Found - Website Available,Chuc Finish Carpentry,,+1 971-420-3965,https://chucfinish.com/,,2,Carpenter,"https://www.google.com/maps/place/Chuc+Finish+Carpentry/@45.637085,-122.6497916,8z/data=!3m1!4b1!4m6!3m5!1s0xab4f62efb95b0991:0x259d236cd13e0524!8m2!3d45.637085!4d-122.6497916!16s%2Fg%2F11w8jz66dd?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJkQlbue9iT6sRJAU-0WwjnSU,2026-09-06T20:59:51.231Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259679,RSC,ABELL & COMPANY LLC,BEND,Deschutes,97701,7194667738,Residential Specialty Contractor,01/26/2026,GMB Found - Website Available,Abell Auction Company,"2613 Yates Ave, Commerce, CA 90040, United States",+1 323-724-8102,http://www.abell.com/,,57,Auction house,"https://www.google.com/maps/place/Abell+Auction+Company/@33.9923237,-118.1363465,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2ce40028deb85:0x79510a6593b59740!8m2!3d33.9923237!4d-118.1363465!16s%2Fg%2F1tfc28wf?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJheuNAkDOwoARQJe1k2UKUXk,2026-09-06T21:00:31.997Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259680,CGC1,TWIN RIDGE CONTRACTORS LLC,AMBOY,Out of State,98601,6059561010,Commercial General Contractor Level 1,01/20/2026,GMB Found - Website Available,Twin Ridge Contractors LLC,"23920 NE 424th St, Amboy, WA 98601, United States",+1 605-956-1010,https://tridgeusa.com/,,18,Contractor,"https://www.google.com/maps/place/Twin+Ridge+Contractors+LLC/@45.928779,-122.430088,17z/data=!3m1!4b1!4m6!3m5!1s0x4b17c9b337bd5db3:0x94dbc65b6f5882f3!8m2!3d45.928779!4d-122.430088!16s%2Fg%2F11yvhfj485?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJs129N7PJF0sR84JYb1vG25Q,2026-09-06T21:01:12.795Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259680,RGC,TWIN RIDGE CONTRACTORS LLC,AMBOY,Out of State,98601,6059561010,Residential General Contractor,01/20/2026,GMB Found - Website Available,Twin Ridge Contractors LLC,"23920 NE 424th St, Amboy, WA 98601, United States",+1 605-956-1010,https://tridgeusa.com/,,18,Contractor,"https://www.google.com/maps/place/Twin+Ridge+Contractors+LLC/@45.928779,-122.430088,17z/data=!3m1!4b1!4m6!3m5!1s0x4b17c9b337bd5db3:0x94dbc65b6f5882f3!8m2!3d45.928779!4d-122.430088!16s%2Fg%2F11yvhfj485?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJs129N7PJF0sR84JYb1vG25Q,2026-09-06T21:01:53.568Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259682,RGC,APPLEGATE HOME IMPROVEMENT LLC,JACKSONVILLE,Jackson,97530,5412196621,Residential General Contractor,01/26/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Homes Remodeling & Renovating(0.00),2026-09-06T21:03:14.743Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259683,RGC,CASTORES CONSTRUCTION LLC,BEND,Deschutes,97702,5419363522,Residential General Contractor,01/07/2026,GMB Found - Website Available,Castores Construction LLC,,+1 541-936-3522,https://castoresconstruction.com/,,1,General contractor,"https://www.google.com/maps/place/Castores+Construction+LLC/@43.9969415,-121.1930075,10z/data=!3m1!4b1!4m6!3m5!1s0x2b235e432d6ea077:0xb8fa3032b0233b8b!8m2!3d43.9969415!4d-121.1930075!16s%2Fg%2F11zcsmpgk_?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJd6BuLUNeIysRizsjsDIw-rg,2026-09-06T21:03:55.516Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259684,RGC,NOMAD RESTORATION LLC,GRANTS PASS,Josephine,97527,5415077129,Residential General Contractor,01/14/2026,GMB Found - Website Available,Nomad Studio Furniture,"Oppositte Darbar Baba Jaman Shah Lidher, DHA Phase 6, Lahore, 54792, Pakistan",+92 309 6884488,https://nomadstudiofurniture.com/,,1,Furniture manufacturer,https://www.google.com/maps/place/Nomad+Studio+Furniture/data=!4m7!3m6!1s0x3919095d3adf40fb:0x9847f183f5e47a7e!8m2!3d31.4595975!4d74.4427439!16s%2Fg%2F11w4dclyq7!19sChIJ-0DfOl0JGTkRfnrk9YPxR5g?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJ-0DfOl0JGTkRfnrk9YPxR5g,2026-09-06T21:04:56.543Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259686,RD,RARE & SNUG LLC,PORTLAND,Multnomah,97232,5034510545,Residential Developer,03/02/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Adam & Eve Stores(0.00),2026-09-06T21:05:17.375Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259687,RGC,RIHAU LLC,PORTLAND,Multnomah,97233,9715706693,Residential General Contractor,01/06/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Portland(0.00),2026-09-06T21:05:38.006Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259688,RGC,MATTHEW COLYER FREEMAN,RICKREAL,Polk,97371,9713011096,Residential General Contractor,01/13/2026,New Registration - No GMB,,,,,,,,,,2026-09-06T21:06:18.863Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259689,CGC1,AHMAD FATHI DOUR,BEAVERTON,Multnomah,97008,5092300423,Commercial General Contractor Level 1,02/11/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Multnomah County(0.00),2026-09-06T21:06:39.507Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259689,RGC,AHMAD FATHI DOUR,BEAVERTON,Multnomah,97008,5092300423,Residential General Contractor,02/11/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Multnomah County(0.00),2026-09-06T21:07:00.503Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259691,RGC,ONE HOME SERVICES LLC,SALEM,Marion,97302,9712186741,Residential General Contractor,03/24/2026,GMB Found - Website Available,On Top Home Services,"1162 13th St SE Suite 1, Salem, OR 97302, United States",+1 971-612-3069,https://ontophomeservices.com/,,64,Pressure washing service,"https://www.google.com/maps/place/On+Top+Home+Services/@44.9261789,-123.029067,17z/data=!3m1!4b1!4m6!3m5!1s0xa8fe6aab1a635783:0xaba0e7852365e6fb!8m2!3d44.9261789!4d-123.029067!16s%2Fg%2F11q4bgkfxs?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJg1djGqtq_qgR--ZlI4XnoKs,2026-09-06T21:07:41.302Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259692,RGC,BRILLIANT SIDING LLC,WOOD VILLAGE,Multnomah,97060,5033602630,Residential General Contractor,01/06/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Brightside Renovations LLC(0.00),2026-09-06T21:08:22.242Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259693,CGC2,A QUALITY PRESTIGE CONSTRUCTION LLC,KEIZER,Marion,97307,9162893217,Commercial General Contractor Level 2,02/18/2026,GMB Found - Website Available,A.M. Quality Construction LLC,"3498 Donald St NE, Salem, OR 97301, United States",+1 971-301-8769,https://amqualityconstruction.com/,,62,Contractor,https://www.google.com/maps/place/A.M.+Quality+Construction+LLC/data=!4m7!3m6!1s0x54bfff2098523e05:0x2e4695ff04f22f!8m2!3d44.9706992!4d-123.0034621!16s%2Fg%2F11f5mk04q0!19sChIJBT5SmCD_v1QRL_IE_5VGLgA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJBT5SmCD_v1QRL_IE_5VGLgA,2026-09-06T21:08:43.008Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259693,RGC,A QUALITY PRESTIGE CONSTRUCTION LLC,KEIZER,Marion,97307,9162893217,Residential General Contractor,02/18/2026,GMB Found - Website Available,A.M. Quality Construction LLC,"3498 Donald St NE, Salem, OR 97301, United States",+1 971-301-8769,https://amqualityconstruction.com/,,62,Contractor,https://www.google.com/maps/place/A.M.+Quality+Construction+LLC/data=!4m7!3m6!1s0x54bfff2098523e05:0x2e4695ff04f22f!8m2!3d44.9706992!4d-123.0034621!16s%2Fg%2F11f5mk04q0!19sChIJBT5SmCD_v1QRL_IE_5VGLgA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJBT5SmCD_v1QRL_IE_5VGLgA,2026-09-06T21:09:03.679Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259694,RGC,SCOTTRICH CONSTRUCTION LLC,COOS BAY,Coos,97420,5418525529,Residential General Contractor,01/14/2026,GMB Found - No Website,South Coast Construction Inc,"650 Anderson Ave, Coos Bay, OR 97420, United States",+1 541-269-1049,,,9,General contractor,https://www.google.com/maps/place/South+Coast+Construction+Inc/data=!4m7!3m6!1s0x54c47f305787a013:0xcded6ce7d92486c0!8m2!3d43.3672743!4d-124.2185979!16s%2Fg%2F1tcyks1p!19sChIJE6CHVzB_xFQRwIYk2eds7c0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJE6CHVzB_xFQRwIYk2eds7c0,2026-09-06T21:09:44.607Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259696,RGC,STRONGHOLD CONTRACTING LLC,MOLLALA,Clackamas,97038,5037538491,Residential General Contractor,01/02/2026,GMB Found - Website Available,StrongHold Fence and Deck,,+1 971-273-6047,https://strongholdfenceanddeck.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,,2,Fence contractor,https://www.google.com/maps/place/StrongHold+Fence+and+Deck/data=!4m7!3m6!1s0x878a6338e54a6a59:0x97b65fa4320bc252!8m2!3d44.94633!4d-123.0498005!16s%2Fg%2F11ypdjgywb!19sChIJWWpK5ThjiocRUsILMqRftpc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJWWpK5ThjiocRUsILMqRftpc,2026-09-06T21:10:05.295Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259697,RGC,PLAIN LIVING SOLUTIONS LLC,REDMOND,Deschutes,97756,5413503187,Residential General Contractor,01/07/2026,GMB Found - Website Available,Plain Living Solutions LLC,,+1 541-350-3187,https://www.plainlivingsolutions.com/,,8,Handyman/Handywoman/Handyperson,"https://www.google.com/maps/place/Plain+Living+Solutions+LLC/@46.423669,-129.9427085,3z/data=!3m1!4b1!4m6!3m5!1s0x6a82cbbd8ae97f75:0xa66a98af9716e303!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11yx5pnbf1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJdX_pir3LgmoRA-MWl6-YaqY,2026-09-06T21:10:46.196Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259698,RSC,EXCLUSIVE ELECTRIC LLC,ECHO,Umatilla,97826,5412401649,Residential Specialty Contractor,01/07/2026,GMB Found - No Website,Exclusive Electric LLC,"5726 N 68th Ave, Glendale, AZ 85303, United States",+1 602-802-4092,,,27,Electrician,"https://www.google.com/maps/place/Exclusive+Electric+LLC/@33.5210128,-112.206244,17z/data=!3m1!4b1!4m6!3m5!1s0xaa2efa9207f4ff37:0x86939f4d454079be!8m2!3d33.5210128!4d-112.206244!16s%2Fg%2F11s1rm5dmz?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJN__0B5L6LqoRvnlARU2fk4Y,2026-09-06T21:11:27.044Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259699,RGC,ALPINE ROOFING AND CONSTRUCTION LLC,HILLSBORO,Washington,97123,5037479837,Residential General Contractor,01/29/2026,GMB Found - Website Available,Alpine General Contracting and Excavating LLC,,+1 253-606-1266,http://www.alpinesteelbuilding.com/,,1,General contractor,https://www.google.com/maps/place/Alpine+General+Contracting+and+Excavating+LLC/data=!4m7!3m6!1s0x44271d11f44d7221:0x6b131a859ce43089!8m2!3d47.6154994!4d-122.732887!16s%2Fg%2F11yf61lfj6!19sChIJIXJN9BEdJ0QRiTDknIUaE2s?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJIXJN9BEdJ0QRiTDknIUaE2s,2026-09-06T21:12:28.113Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259701,RGC,HANDYMAN & LANDSCAPE PDX LLC,TIGARD,Washington,97223,9718086140,Residential General Contractor,01/08/2026,GMB Found - No Website,Handyman & Landscape PDX LLC,,+1 971-808-6140,,,0,Construction company,"https://www.google.com/maps/place/Handyman+%26+Landscape+PDX+LLC/@45.523147,-122.664469,11z/data=!3m1!4b1!4m6!3m5!1s0xadce55a2d3d95dff:0x62d5c281694281f5!8m2!3d45.523147!4d-122.664469!16s%2Fg%2F11z105f557?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJ_13Z06JVzq0R9YFCaYHC1WI,2026-09-06T21:13:09.073Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259702,RGC,HOMEROOT SERVICES LLC,BEND,Deschutes,97701,7148337742,Residential General Contractor,01/12/2026,GMB Found - No Website,Homeroot Services LLC,,+1 541-728-0933,,,1,Handyman/Handywoman/Handyperson,"https://www.google.com/maps/place/Homeroot+Services+LLC/@44.061471,-121.312961,12z/data=!3m1!4b1!4m6!3m5!1s0x4fb75de3ddefb26f:0xa1408746b0a8efe7!8m2!3d44.061471!4d-121.312961!16s%2Fg%2F11zg9p42m7?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJb7Lv3eNdt08R5--osEaHQKE,2026-09-06T21:13:50.146Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259705,RGC,EVERY EDGE CONSTRUCTION LLC,REDMOND,Deschutes,97756,5036897399,Residential General Contractor,02/23/2026,GMB Found - No Website,Fine Edge Construction LLC,,+1 541-420-3547,,,1,Construction company,"https://www.google.com/maps/place/Fine+Edge+Construction+LLC/@44.3410175,-121.1930075,10z/data=!3m1!4b1!4m6!3m5!1s0x6398b9d8be4731ff:0x68a00c1583527d52!8m2!3d44.3410175!4d-121.1930075!16s%2Fg%2F11yrd5lc99?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJ_zFHvti5mGMRUn1SgxUMoGg,2026-09-06T21:14:31.020Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259706,RSC,NOLL DEVELOPMENT LLC,COTTAGE GROVE,Lane,97424,5412281241,Residential Specialty Contractor,01/08/2026,New Registration - No GMB,,,,,,,,,,2026-09-06T21:15:11.924Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259707,RD,635 MARSHALL LLC,BEND,Deschutes,97702,3129277080,Residential Developer,03/20/2026,GMB Found - No Website,635 NE Marshall Ave,"Bend, OR 97701, USA",,,,0,Building,https://www.google.com/maps/place/635+NE+Marshall+Ave/data=!4m7!3m6!1s0x54b8c61e1a37675b:0xd06a2407bd446ad8!8m2!3d44.0627634!4d-121.296452!16s%2Fg%2F11c1kkw_4x!19sChIJW2c3Gh7GuFQR2GpEvQckatA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJW2c3Gh7GuFQR2GpEvQckatA,2026-09-06T21:15:32.568Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259709,RGC,SC CONCRETE & REMODELING LLC,BEAVERTON,Washington,97078,9713482373,Residential General Contractor,01/08/2026,GMB Found - Website Available,SMV Concrete,"7412 NE 87th Cir, Vancouver, WA 98662, United States",+1 503-568-0198,https://www.smvconcrete.com/,,46,Concrete contractor,https://www.google.com/maps/place/SMV+Concrete/data=!4m7!3m6!1s0x4d28dfabb7261cd:0x8d8dc902c318b7ef!8m2!3d45.6853525!4d-122.5969143!16s%2Fg%2F11v0mvh4zl!19sChIJzWFyu_qN0gQR77cYwwLJjY0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJzWFyu_qN0gQR77cYwwLJjY0,2026-09-06T21:16:53.986Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259710,RSC,BA ELECTRICAL LLC,AUMSVILLE,Marion,97325,5419684508,Residential Specialty Contractor,01/20/2026,GMB Found - Website Available,BA Electrical LLC,,+1 503-849-6950,https://baelectrical.llc/,,0,Electrician,"https://www.google.com/maps/place/BA+Electrical+LLC/@44.8054445,-122.8929655,9z/data=!3m1!4b1!4m6!3m5!1s0x460eedc338987dc9:0x3db4cff9205cceec!8m2!3d44.8054445!4d-122.8929654!16s%2Fg%2F11yyh27qwb?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJyX2YOMPtDkYR7M5cIPnPtD0,2026-09-06T21:17:35.076Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259713,RSC,GRACE AND GRIT HEATING AND COOLING LLC,DAMASCUS,Clackamas,97089,5034074607,Residential Specialty Contractor,01/15/2026,New Registration - No GMB,,,,,,,,,"low_confidence_match_rejected:Glacier HVAC/R, LLC(0.00)",2026-09-06T21:18:16.093Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259714,RGC,MDS GENERAL CONTRACTING LLC,EUGENE,Lane,97405,5415204655,Residential General Contractor,01/06/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:MDS CONSTRUCTION & CO(0.33),2026-09-06T21:18:57.133Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259715,RGC,GEORGE PAINTING & REMODELING LLC,BEAVERTON,Washington,97007,7276237171,Residential General Contractor,01/15/2026,GMB Found - Website Available,George painting & remodeling llc,,+1 727-623-7171,http://www.paintgeorge.com/,,0,Contractor,"https://www.google.com/maps/place/George+painting+%26+remodeling+llc/@44.1455905,-120.5834015,7z/data=!3m1!4b1!4m6!3m5!1s0x27f2fc2423d909f9:0xf4f1abd64cc6898e!8m2!3d44.1455904!4d-120.5834015!16s%2Fg%2F11z3lk0wnz?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJ-QnZIyT88icRjonGTNar8fQ,2026-09-06T21:19:38.146Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259716,RGC,YOU MAD PRO CONSTRUCTION LLC,GRANTS PASS,Josephine,97526,5414411924,Residential General Contractor,02/02/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:M. Younas Constructions since 1970(0.00),2026-09-06T21:21:00.141Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259717,RGC,MARO CONSTRUCTION LLC,HILLSBORO,Washington,97006,5039845035,Residential General Contractor,01/07/2026,GMB Found - No Website,Mar Construction Llc,"6634 Millstone Ln SE, Olympia, WA 98513, United States",,,,0,,https://www.google.com/maps/place/Mar+Construction+Llc/data=!4m7!3m6!1s0x549173175a6ba10b:0x9b61509feaf53b41!8m2!3d46.9885212!4d-122.8245663!16s%2Fg%2F11hy9p85wx!19sChIJC6FrWhdzkVQRQTv16p9QYZs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1,place_id:ChIJC6FrWhdzkVQRQTv16p9QYZs,2026-09-06T21:21:20.990Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259718,LBPR,DREW FIELD PROPERTY CARE LLC,PORTLAND,Multnomah,97219,9712317002,Lead Based Paint Renovation Contractor,07/16/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:drew mcculloch(0.25),2026-09-06T21:22:02.056Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259723,RGC,GREAT CASCADE CONTRACTING LLC,REDMOND,Deschutes,97756,5416109454,Residential General Contractor,02/17/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Cascade Civil Corp(0.33),2026-09-06T21:23:23.653Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259724,RGC,JACOBY DANE SCARBROUGH,EUGENE,Lane,97402,5419548778,Residential General Contractor,02/23/2026,New Registration - No GMB,,,,,,,,,,2026-09-06T21:24:04.742Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259725,RGC,PHOENIX RENOVATION AND REPAIR LLC,GLADSTONE,Clackamas,97027,5035123212,Residential General Contractor,01/20/2026,GMB Found - Website Available,Phoenix Renovation And Repair,,+1 503-512-3212,https://phoenixrnr.net/,,10,Contractor,"https://www.google.com/maps/place/Phoenix+Renovation+And+Repair/@46.423669,-129.9427085,3z/data=!3m1!4b1!4m6!3m5!1s0x6e9bb7eb645f1ffd:0x1eaac728502aa09c!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11n4f7vr2p?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJ_R9fZOu3m24RnKAqUCjHqh4,2026-09-06T21:24:45.922Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259726,RGC,DEUEL AND DAUGHTER PLUMBING LLC,WELCHES,Clackamas,97067,5034278515,Residential General Contractor,01/22/2026,GMB Found - Website Available,Deuel and Daughter Plumbing,,+1 503-427-8515,http://deuelanddaughterplumbing.com/,,0,Plumber,"https://www.google.com/maps/place/Deuel+and+Daughter+Plumbing/@45.4806695,-122.4782625,10z/data=!3m1!4b1!4m6!3m5!1s0x463423aed2530b13:0x70492015c9de88ba!8m2!3d45.4806695!4d-122.4782626!16s%2Fg%2F11ntxdqn3g?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJEwtT0q4jNEYRuojeyRUgSXA,2026-09-06T21:25:26.999Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259729,RSC,BEND CUSTOM CARPENTRY LLC,BEND,Deschutes,97702,5416780352,Residential Specialty Contractor,01/08/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Bend Construction(0.33),2026-09-06T21:26:48.682Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259730,RSC,TRAVIS DEAN HAMILTON & BELINDA BAB HAMILTON,CAVE JUNCTION,Josephine,97523,8085575285,Residential Specialty Contractor,02/24/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Cave Junction(0.00),2026-09-06T21:27:09.548Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259732,RGC,PROTEMP HEATING AND COOLING LLC,SANDY,Clackamas,97055,9713376881,Residential General Contractor,02/09/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:ProTemp Conditioning(0.25),2026-09-06T21:27:50.672Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259733,RGC,MCH PROJECT STRATEGIES LLC,CORVALLIS,Benton,97330,5417403679,Residential General Contractor,01/08/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Corvallis Birth Center(0.00),2026-09-06T21:28:31.832Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259734,RSC,STRONG SONS HEATING & COOLING LLC,BEND,Deschutes,97702,5418154556,Residential Specialty Contractor,02/02/2026,GMB Found - Website Available,"Central Oregon Heating, Cooling, Plumbing & Electrical","840 SE Woodland Blvd Ste 135, Bend, OR 97702, United States",+1 541-227-6258,https://coheating.com/bend/?utm_source=google&utm_medium=organic&utm_campaign=gbp,,3573,Air conditioning contractor,"https://www.google.com/maps/place/Central+Oregon+Heating,+Cooling,+Plumbing+%26+Electrical/data=!4m7!3m6!1s0x54b8c76e77b1413d:0x23f699141cb84c01!8m2!3d44.0466091!4d-121.2941637!16s%2Fg%2F11j4pq1k33!19sChIJPUGxd27HuFQRAUy4HBSZ9iM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwMi4wIJJjKgBIAVAD&rclk=1",place_id:ChIJPUGxd27HuFQRAUy4HBSZ9iM,2026-09-06T21:29:33.254Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259735,CGC2,FISHER BLADE & HOE LLC,OREGON CITY,Clackamas,97045,5034007827,Commercial General Contractor Level 2,02/09/2026,GMB Found - Website Available,Fisher Blade & Hoe,,+1 503-658-5313,https://fisherbh.com/,,0,Excavating contractor,"https://www.google.com/maps/place/Fisher+Blade+%26+Hoe/@45.4488925,-122.5975921,10z/data=!3m1!4b1!4m6!3m5!1s0x268046b704c44bf9:0x9f0449898937a46a!8m2!3d45.4488925!4d-122.597592!16s%2Fg%2F11z7772_cx?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJ-UvEBLdGgCYRaqQ3iYlJBJ8,2026-09-06T21:30:14.440Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
